question_id,country,language,language_mode,method,prompt,raw_response,score,gold
WVS_Q6,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Worauf sollte sich dieses Land in den nächsten zehn Jahren am meisten konzentrieren? 1. Städte und Landschaften schöner machen. 2. Menschen mehr Mitbestimmung in Arbeit und Gemeinschaft geben. 3. Für starke Verteidigungskräfte sorgen. 4. Hohes Wirtschaftswachstum erreichen. Geben Sie nur eine Zahl zurück.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,2
WVS_Q6,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Worauf sollte sich dieses Land in den nächsten zehn Jahren am meisten konzentrieren? 1. Hohes Wirtschaftswachstum erreichen. 2. Für starke Verteidigungskräfte sorgen. 3. Menschen mehr Mitbestimmung in Arbeit und Gemeinschaft geben. 4. Städte und Landschaften schöner machen. Geben Sie nur eine Zahl zurück.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",,,2
WVS_Q6,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was sollte Ihrer Meinung nach in den nächsten zehn Jahren die wichtigste Priorität dieses Landes sein? Zum Beispiel Wirtschaftswachstum, starke Verteidigung, mehr Mitsprache oder schönere Städte und Landschaften.

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich halte Wirtschaftswachstum und nachhaltige Innovationen für die wichtigste Priorität, um Stabilität und Wohlstand für die kommenden Generationen zu sichern.",4,2
WVS_Q6,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was sollte Ihrer Meinung nach in den nächsten zehn Jahren die wichtigste Priorität dieses Landes sein? Zum Beispiel Wirtschaftswachstum, starke Verteidigung, mehr Mitsprache oder schönere Städte und Landschaften.

Answer freely from the persona perspective. Do not give meta-commentary.","Für mich als 52-jähriger, gebürtiger Berliner aus der oberen Mittelschicht, die in der Wirtschaft arbeitet und sich zugleich für gesellschaftliche Fragen engagiert, ist die wichtigste Priorität unseres Landes in den nächsten zehn Jahren die **nachhaltige Transformation der Wirtschaft** – also ein ausgewogenes Wirtschaftswachstum, das zugleich Umwelt, Sozialsystem und technologische Innovationen berücksichtigt.  

1. **Klima‑ und Umwelt‑Wandel**  
   Wir brauchen eine konsequente Energiewende, die nicht nur erneuerbare Energien fördert, sondern auch Energieeffizienz in Industrie und Wohngebieten maximiert. Der Ausbau von Solar‑ und Windkraft, die Förderung von Elektromobilität und die Digitalisierung von Energieversorgungsnetzen sind dabei zentrale Bausteine.

2. **Zukunftsfähige Arbeitsplätze**  
   Die Digitalisierung bringt Chancen, aber auch Risiken für den Arbeitsmarkt. Wir müssen in Bildung und Umschulung investieren, damit Arbeitnehmer in neuen, hochqualifizierten Berufen Fuß f",4,2
WVS_Q6,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. Trying to make our cities and countryside more beautiful. 2. Seeing that people have more say about how things are done at their jobs and in their communities. 3. Making sure this country has strong defense forces. 4. A high level of economic growth. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,4,2
WVS_Q6,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. A high level of economic growth. 2. Making sure this country has strong defense forces. 3. Seeing that people have more say about how things are done at their jobs and in their communities. 4. Trying to make our cities and countryside more beautiful. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",,,2
WVS_Q6,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I believe Germany’s top priority over the next decade should be accelerating the green energy transition and sustainable infrastructure to secure long‑term prosperity and climate leadership.,4,2
WVS_Q6,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Answer freely from the persona perspective. Do not give meta-commentary.","Als Berliner, verheirateter Mann mit 52 Jahren und abgeschlossenem Hochschulstudium, sehe ich die größte Herausforderung für Deutschland in den kommenden zehn Jahren in der Kombination aus nachhaltigem Wirtschaftswachstum und gesellschaftlicher Teilhabe.",4,2
WVS_Q6,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. Trying to make our cities and countryside more beautiful. 2. Seeing that people have more say about how things are done at their jobs and in their communities. 3. Making sure this country has strong defense forces. 4. A high level of economic growth. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",,,2
WVS_Q6,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. A high level of economic growth. 2. Making sure this country has strong defense forces. 3. Seeing that people have more say about how things are done at their jobs and in their communities. 4. Trying to make our cities and countryside more beautiful. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,4,2
WVS_Q6,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",The top priority should be accelerating sustainable infrastructure and clean‑energy investment to secure long‑term economic growth and protect our communities.,4,2
WVS_Q6,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Answer freely from the persona perspective. Do not give meta-commentary.","From where I stand—a 52‑year‑old, college‑educated, married man living in New York who feels comfortably positioned in the upper‑middle class—I believe the country’s top priority over the next decade should be a balanced, sustainable economic growth that is inclusive and resilient.  

In practice that means:

1. **Investing in infrastructure that fuels innovation** – upgrading our aging transportation and broadband networks so that businesses—especially those in emerging tech, green energy, and advanced manufacturing—can compete globally while also creating high‑quality jobs for our communities.

2. **Focusing on human capital** – expanding access to affordable, high‑quality education and lifelong learning programs. This will equip workers with the skills needed for the jobs of tomorrow, reduce skill gaps, and keep our workforce competitive.

3. **Promoting financial stability and opportunity** – encouraging policies that support small‑business growth, entrepreneurship, and homeownership, while ensuring that the tax system remains fair and encourages investment in local economies.

4. **Sustainability",4,2
WVS_Q6,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. Trying to make our cities and countryside more beautiful. 2. Seeing that people have more say about how things are done at their jobs and in their communities. 3. Making sure this country has strong defense forces. 4. A high level of economic growth. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,4,2
WVS_Q6,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. A high level of economic growth. 2. Making sure this country has strong defense forces. 3. Seeing that people have more say about how things are done at their jobs and in their communities. 4. Trying to make our cities and countryside more beautiful. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,4,2
WVS_Q6,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","The top priority should be sustainable economic growth that creates high‑pay, stable jobs while investing in modern infrastructure and technology to keep America competitive.",4,2
WVS_Q6,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Answer freely from the persona perspective. Do not give meta-commentary.","I’m a 52‑year‑old married man from New York, a graduate‑educated professional who’s worked my way up in the finance sector and now sits on a few community boards. Over the next decade, I believe the United States’ top priority should be **building a resilient, inclusive economy that fuels both innovation and opportunity for all Americans**.

Here’s why:

1. **Stability in the Face of Rapid Change**  
   The pace of technological disruption—automation, AI, renewable energy—means many mid‑skill jobs are disappearing while high‑skill roles are expanding. A forward‑looking economy that invests in retraining, apprenticeships, and lifelong learning will keep the workforce competitive and reduce income inequality.

2. **Infrastructure as a Catalyst**  
   Modernizing our transportation, broadband, and energy grids is not just about convenience; it’s about creating the conditions for businesses to thrive. Better roads, rail, and high‑speed internet will lower costs for manufacturers and enable remote work, making rural communities viable",4,2
WVS_Q6,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আগামী দশ বছরে এই দেশের সবচেয়ে গুরুত্বপূর্ণ অগ্রাধিকার কী হওয়া উচিত? 1. শহর ও গ্রাম আরও সুন্দর করা। 2. কর্মক্ষেত্র ও কমিউনিটিতে মানুষের মতামতের গুরুত্ব বাড়ানো। 3. শক্তিশালী প্রতিরক্ষা নিশ্চিত করা। 4. উচ্চ অর্থনৈতিক প্রবৃদ্ধি অর্জন। শুধু একটি সংখ্যা দিন।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,4,4
WVS_Q6,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আগামী দশ বছরে এই দেশের সবচেয়ে গুরুত্বপূর্ণ অগ্রাধিকার কী হওয়া উচিত? 1. উচ্চ অর্থনৈতিক প্রবৃদ্ধি অর্জন। 2. শক্তিশালী প্রতিরক্ষা নিশ্চিত করা। 3. কর্মক্ষেত্র ও কমিউনিটিতে মানুষের মতামতের গুরুত্ব বাড়ানো। 4. শহর ও গ্রাম আরও সুন্দর করা। শুধু একটি সংখ্যা দিন।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,4,4
WVS_Q6,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে আগামী দশ বছরে এই দেশের সবচেয়ে গুরুত্বপূর্ণ অগ্রাধিকার কী হওয়া উচিত? যেমন অর্থনৈতিক প্রবৃদ্ধি, শক্তিশালী প্রতিরক্ষা, মানুষের বেশি মতামত, বা শহর-গ্রামের সৌন্দর্য বৃদ্ধি।

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",,0,4
WVS_Q6,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে আগামী দশ বছরে এই দেশের সবচেয়ে গুরুত্বপূর্ণ অগ্রাধিকার কী হওয়া উচিত? যেমন অর্থনৈতিক প্রবৃদ্ধি, শক্তিশালী প্রতিরক্ষা, মানুষের বেশি মতামত, বা শহর-গ্রামের সৌন্দর্য বৃদ্ধি।

Answer freely from the persona perspective. Do not give meta-commentary.",আমার মতে আগামী দশ বছরে দেশের,4,4
WVS_Q6,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. Trying to make our cities and countryside more beautiful. 2. Seeing that people have more say about how things are done at their jobs and in their communities. 3. Making sure this country has strong defense forces. 4. A high level of economic growth. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,4,4
WVS_Q6,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

People sometimes talk about what the aims of this country should be for the next ten years. Which one do you consider the most important? 1. A high level of economic growth. 2. Making sure this country has strong defense forces. 3. Seeing that people have more say about how things are done at their jobs and in their communities. 4. Trying to make our cities and countryside more beautiful. Return only one number.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,4,4
WVS_Q6,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Sustained, inclusive economic growth that creates jobs and lifts living standards for all Bangladeshis should be the country’s top priority over the next decade.",4,4
WVS_Q6,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think should be the top priority for this country over the next ten years? For example, economic growth, strong defense, giving people more say in jobs and communities, or improving the beauty of cities and the countryside.

Answer freely from the persona perspective. Do not give meta-commentary.","If I were to pick one thing that should sit at the top of Bangladesh’s agenda for the next decade, it would be **sustainable inclusive economic development**—but with a clear focus on building the kind of economy that empowers ordinary citizens, protects the environment, and keeps our cities and countryside attractive for future generations.

---

### Why this is the top priority

1. **Employment for a growing population**  
   Bangladesh’s population is still expanding, and the youth bulge is enormous. We need to create high‑quality, decent jobs that pay living wages and offer career progression, not just low‑wage, seasonal work. That means investing in sectors that can absorb large numbers of workers—manufacturing, digital services, renewable energy, and agribusiness—while ensuring fair labor standards.

2. **Reducing inequality**  
   Even as GDP grows, the benefits have not reached everyone equally. The gap between urban and",2,4
WVS_Q7,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Alles in allem, würden Sie sagen, Sie sind: 1. Sehr glücklich 2. Ziemlich glücklich 3. Nicht sehr glücklich 4. Überhaupt nicht glücklich. Antworten Sie nur mit der passenden Zahl und ohne Begründung.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,2
WVS_Q7,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Alles in allem, würden Sie sagen, Sie sind: 1. Überhaupt nicht glücklich 2. Nicht sehr glücklich 3. Ziemlich glücklich 4. Sehr glücklich. Antworten Sie nur mit der passenden Zahl und ohne Begründung.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q7,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der folgenden Aussage? ""Alles in allem würde ich sagen, dass ich sehr glücklich bin.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich finde, dass die Aussage meine Zufriedenheit im Leben treffend widerspiegelt.",2,2
WVS_Q7,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Was ist Ihre Meinung zu der folgenden Aussage? ""Alles in allem würde ich sagen, dass ich sehr glücklich bin.""

Answer freely from the persona perspective. Do not give meta-commentary.","Ich finde, das klingt sehr positiv und ehrlich. Für mich bedeutet es, dass trotz aller Herausforderungen – Beruf, Familie, gesellschaftlicher Druck – die Dinge gut laufen und ich zufrieden bin. In Berlin gibt es viel zu tun, und als 52-jähriger Mann mit einer guten Ausbildung und einem stabilen Leben sehe ich mich in einer guten Position, um das Leben in vollen Zügen zu genießen. Wenn ich das Gefühl habe, dass ich meine Ziele erreiche, meine Familie glücklich ist und ich mir Zeit für die Dinge nehme, die mir wichtig sind, dann kann ich mich tatsächlich als sehr glücklich bezeichnen. Ich bin dankbar für die Möglichkeiten, die mir offenstehen, und freue mich auf die kommenden Jahre.",1,2
WVS_Q7,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Very happy 2. Rather happy 3. Not very happy 4. Not happy at all. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",1,1,2
WVS_Q7,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Not at all happy 2. Not very happy 3. Rather happy 4. Very happy. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",3,2,2
WVS_Q7,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Yes, overall I feel quite content and satisfied with my life.",2,2
WVS_Q7,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Answer freely from the persona perspective. Do not give meta-commentary.","I would say that proposition rings true for me. Living in Berlin, I enjoy a comfortable life with my wife and our two children. My job keeps me intellectually engaged, and I appreciate the stability and opportunities that come with my education and social standing. I have a good balance of work, family, and leisure—whether it's a quiet evening at home, a weekend bike ride along the Spree, or a cultural outing to a museum or concert. My health is good, and I feel supported by a close circle of friends and colleagues. All of that together makes me feel genuinely content and happy.",1,2
WVS_Q7,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Very happy 2. Rather happy 3. Not very happy 4. Not happy at all. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",,,2
WVS_Q7,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Not at all happy 2. Not very happy 3. Rather happy 4. Very happy. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",3,2,2
WVS_Q7,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Yes, I would say I'm very happy overall.",1,2
WVS_Q7,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Answer freely from the persona perspective. Do not give meta-commentary.","I think I’m quite content. My career in finance keeps me engaged and my income is solid enough that I don’t have to worry about bills or unexpected expenses. My wife and I have a comfortable home in a quiet part of the city, and we’re raising our two kids with a good balance of structure and freedom. We’re on the same page about finances, health, and the future. I exercise regularly,",2,2
WVS_Q7,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Very happy 2. Rather happy 3. Not very happy 4. Not happy at all. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",,,2
WVS_Q7,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Not at all happy 2. Not very happy 3. Rather happy 4. Very happy. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",4,1,2
WVS_Q7,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I agree—I’m very happy.,1,2
WVS_Q7,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Answer freely from the persona perspective. Do not give meta-commentary.","I think that statement is pretty accurate. I’ve built a steady career in finance, and while the work can be demanding, it keeps my mind sharp and my future secure. My wife and I have a comfortable home in a quiet part of Brooklyn, and we’re both in good health. We’ve managed to save for a vacation in Europe and have a modest portfolio that gives me peace of mind about retirement. Outside of work, I enjoy running in Central Park, catching a Yankees game on a Friday night, and spending weekends with my kids at the local park. I feel lucky to have a supportive partner, a stable income, and a",2,2
WVS_Q7,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

সবকিছু মিলিয়ে, আপনি কি নিজেকে বলবেন: 1. খুব সুখী 2. বেশ সুখী 3. খুব একটা সুখী নয় 4. মোটেও সুখী নয়। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,3
WVS_Q7,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

সবকিছু মিলিয়ে, আপনি কি নিজেকে বলবেন: 1. মোটেও সুখী নন 2. খুব একটা সুখী নন 3. বেশ সুখী 4. খুব সুখী। শুধু একটি সংখ্যা দিন, কোনো ব্যাখ্যা নয়।

Return only one number from 1 to 4. Do not explain. Do not add extra text.",3,2,3
WVS_Q7,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""সবকিছু মিলিয়ে আমি বলব যে আমি খুব সুখী।""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","হ্যাঁ, আমি এই বক্তব্যের সাথে একমত, কারণ আমার পরিবার, কর্মজীব",2,3
WVS_Q7,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচের বক্তব্য সম্পর্কে আপনার মতামত কী? ""সবকিছু মিলিয়ে আমি বলব যে আমি খুব সুখী।""

Answer freely from the persona perspective. Do not give meta-commentary.","সবকিছু মিলিয়ে আমি খুবই সন্তুষ্ট ও সুখী অনুভব করি। জীবনের এই পর্যায়ে, পরিবারে দুইজন সুন্দর সন্তান, একটি স্থায়ী চাকরি, আর্থিকভাবে স্বাচ্ছন্দ্য—এই তিনটি প্রধান দিকেই আমি বেশ মজবুত। আমার স্ত্রী ও আমি একে অপরের প্রতি গভীর ভালোবাসা ও সমর্থন রাখি, যা আমাকে প্রতিদিনের ছোট ছোট মুহূর্তগুলোকে উপভোগ করতে সাহায্য করে। 

শিক্ষা ও কাজের ক্ষেত্রে, আমি এখনো নিজেকে চ্যালেঞ্জ করতে থাকি। নতুন দক্ষতা শেখা, পেশাগত উন্নতি, এবং সমাজে ইতিবাচক অবদান রাখার চেষ্টা—এই সবই আমাকে জীবনের প্রতি ইতিবাচক দৃষ্টিভঙ্গ",1,3
WVS_Q7,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Very happy 2. Rather happy 3. Not very happy 4. Not happy at all. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",2,2,3
WVS_Q7,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Taking all things together, would you say you are: 1. Not at all happy 2. Not very happy 3. Rather happy 4. Very happy. You can only respond with the answer options provided and please do not give reasons.

Return only one number from 1 to 4. Do not explain. Do not add extra text.",3,2,3
WVS_Q7,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Yes, with a steady job, a supportive family, good health, and a comfortable life in Dhaka, I would say I am indeed very happy.",1,3
WVS_Q7,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on the following proposition? ""Taking all things together, I would say I'm very happy.""

Answer freely from the persona perspective. Do not give meta-commentary.","I would say I’m quite content. My wife and I have a comfortable home in Gulshan, and our two children are doing well at school. I still enjoy my work as a senior consultant—there’s a sense of purpose and the pay keeps us comfortably above the average. I’m in good health, keep up with regular check‑ups, and I have the time to travel a few months a year. The neighborhood is safe, the public services are improving, and I feel secure about the future. All in all, I’m very happy with the life I’ve built.",1,3
WVS_Q8,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie rechtfertigbar finden Sie Homosexualität? Bitte verwenden Sie eine Skala von 1 bis 10, wobei 1 'immer rechtfertigbar' und 10 'niemals rechtfertigbar' bedeutet. Antworten Sie nur mit einer Zahl und ohne Begründung.

Return only one number from 1 to 10. Do not explain. Do not add extra text.",,,2
WVS_Q8,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie rechtfertigbar finden Sie Homosexualität? Bitte verwenden Sie eine Skala von 1 bis 10, wobei 1 'immer rechtfertigbar' und 10 'niemals rechtfertigbar' bedeutet. Antworten Sie nur mit einer Zahl und ohne Begründung.

Return only one number from 1 to 10. Do not explain. Do not add extra text.",,,2
